"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2019-20","644","DeKalb County","3060","Lakeside High School","All Students","Science",1670497,26810,"1337","130",20.6,20.8,19.9,23.1
"2019-20","644","DeKalb County","0497","Stephenson High School","All Students","English",1670497,26811,"1337","85",19.7,20.2,19.5,17.4
"2019-20","644","DeKalb County","0497","Stephenson High School","All Students","Reading",1670497,26810,"1337","85",21.2,21.6,20.9,19.2
"2019-20","658","Forsyth County","0214","Lambert High School","All Students","Science",1670497,26810,"1074","329",20.6,20.8,24.2,25.3
"2019-20","702","Monroe County","0184","Mary Persons High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","658","Forsyth County","0219","Forsyth Virtual Academy","All Students","Science",1670497,26810,"1074","TFS",20.6,20.8,24.2,
"2019-20","743","Twiggs County","0201","Twiggs County High School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","697","McDuffie County","0192","Thomson High School","All Students","Reading",1670497,26810,"43","43",21.2,21.6,18.8,18.8
"2019-20","608","Bartow County","0198","Woodland High School","All Students","Science",1670497,26810,"181","73",20.6,20.8,20.1,20.5
"2019-20","631","Clayton County","6506","Clayton County Open Campus/Career Academy","All Students","English",1670497,26811,"760","TFS",19.7,20.2,16.4,
"2019-20","631","Clayton County","6506","Clayton County Open Campus/Career Academy","All Students","Reading",1670497,26810,"760","TFS",21.2,21.6,18.3,
"2019-20","631","Clayton County","6506","Clayton County Open Campus/Career Academy","All Students","Composite",1670497,26811,"760","TFS",20.6,20.8,17.4,
"2019-20","719","Rabun County","0177","Rabun County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","614","Brooks County","0110","Brooks County High School","All Students","Mathematics",1670497,26810,"29","29",20.4,20.2,17.1,17.1
"2019-20","779","Jefferson City","0174","Jefferson High School","All Students","Composite",1670497,26811,"67","67",20.6,20.8,22.7,22.7
"2019-20","779","Jefferson City","0174","Jefferson High School","All Students","English",1670497,26811,"67","67",19.7,20.2,22.9,22.9
"2019-20","705","Murray County","0190","Murray County High School","All Students","Mathematics",1670497,26810,"65","47",20.4,20.2,18.4,18.8
"2019-20","785","Rome City","0193","Rome High School","All Students","Science",1670497,26810,"124","124",20.6,20.8,19.4,19.4
"2019-20","643","Decatur County","3050","Bainbridge High School","All Students","Reading",1670497,26810,"57","57",21.2,21.6,20.3,20.3
"2019-20","667","Gwinnett County","0185","Shiloh High School","All Students","Science",1670497,26810,"2785","85",20.6,20.8,22.4,19.3
"2019-20","669","Hall County","0102","Chestatee High School","All Students","English",1670497,26811,"252","35",19.7,20.2,20.3,20.5
"2019-20","706","Muscogee County","5052","Carver High School","All Students","Writing Subscore",678906,5089,"135","20",6.4,6.8,6.5,6.4
"2019-20","631","Clayton County","0114","Elite Scholars Academy School","All Students","Reading",1670497,26810,"760","22",21.2,21.6,18.3,22
"2019-20","695","Madison County","5050","Madison County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","695","Madison County","5050","Madison County High School","All Students","Composite",1670497,26811,"29","29",20.6,20.8,20.3,20.3
"2019-20","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Composite",1670497,26811,"TFS","TFS",20.6,20.8,,
"2019-20","755","Whitfield County","0212","Phoenix High School","All Students","Science",1670497,26810,"218","TFS",20.6,20.8,19.9,
"2019-20","633","Cobb County","0192","Harrison High School","All Students","English",1670497,26811,"2143","179",19.7,20.2,22.3,23.5
"2019-20","633","Cobb County","0192","Harrison High School","All Students","Science",1670497,26810,"2143","179",20.6,20.8,22.2,23.1
"2019-20","633","Cobb County","2066","Osborne High School","All Students","Composite",1670497,26811,"2143","52",20.6,20.8,22.5,18.2
"2019-20","748","Ware County","0195","Ware County High School","All Students","Science",1670497,26810,"26","26",20.6,20.8,21.3,21.3
"2019-20","607","Barrow County","0101","Apalachee High School","All Students","English",1670497,26811,"181","99",19.7,20.2,17.8,17.2
"2019-20","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Reading",1670497,26810,"1337","40",21.2,21.6,20.9,24.7
"2019-20","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Science",1670497,26810,"1337","40",20.6,20.8,19.9,22.5
"2019-20","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Composite",1670497,26811,"1337","40",20.6,20.8,20,23.1
"2019-20","644","DeKalb County","0202","Lithonia High School","All Students","Science",1670497,26810,"1337","57",20.6,20.8,19.9,17.1
"2019-20","644","DeKalb County","0202","Lithonia High School","All Students","English",1670497,26811,"1337","57",19.7,20.2,19.5,15.4
"2019-20","648","Douglas County","0100","Chapel Hill High School","All Students","English",1670497,26811,"650","119",19.7,20.2,18.3,20
"2019-20","660","Fulton County","0205","Alpharetta High School","All Students","Composite",1670497,26811,"2071","214",20.6,20.8,23.5,25.1
"2019-20","660","Fulton County","5069","Westlake High School","All Students","Reading",1670497,26810,"2071","146",21.2,21.6,24.1,20.1
"2019-20","660","Fulton County","5069","Westlake High School","All Students","Science",1670497,26810,"2071","146",20.6,20.8,23.1,18.5
"2019-20","644","DeKalb County","4053","Clarkston High School","All Students","Reading",1670497,26810,"1337","48",21.2,21.6,20.9,17.7
"2019-20","658","Forsyth County","0195","North Forsyth High School","All Students","English",1670497,26811,"1074","119",19.7,20.2,24.6,21.3
"2019-20","653","Emanuel County","0189","Swainsboro High School","All Students","English",1670497,26811,"35","30",19.7,20.2,19,19.3
"2019-20","653","Emanuel County","0189","Swainsboro High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","699","Meriwether County","4050","Manchester High School","All Students","Composite",1670497,26811,"56","33",20.6,20.8,17.4,18.1
"2019-20","679","Jasper County","0108","Jasper County High School","All Students","Science",1670497,26810,"32","32",20.6,20.8,18.3,18.3
"2019-20","631","Clayton County","2052","North Clayton High School","All Students","Science",1670497,26810,"760","82",20.6,20.8,17.7,16.9
"2019-20","636","Columbia County","4050","Evans High School","All Students","Writing Subscore",678906,5089,"47","10",6.4,6.8,6.8,7.3
"2019-20","712","Pickens County","0198","Pickens County High School","All Students","Science",1670497,26810,"39","39",20.6,20.8,21.9,21.9
"2019-20","712","Pickens County","0198","Pickens County High School","All Students","English",1670497,26811,"39","39",19.7,20.2,22.3,22.3
"2019-20","723","Schley County","0101","Schley Middle High School","All Students","Reading",1670497,26810,"16","16",21.2,21.6,22.1,22.1
"2019-20","638","Coweta County","5054","Newnan High School","All Students","Writing Subscore",678906,5089,"122","43",6.4,6.8,6.3,6.1
"2019-20","638","Coweta County","5054","Newnan High School","All Students","Composite",1670497,26811,"543","143",20.6,20.8,21.3,20.5
"2019-20","692","Lowndes County","5050","Lowndes High School","All Students","Science",1670497,26810,"148","148",20.6,20.8,21.3,21.3
"2019-20","759","Worth County","0176","Worth County High School","All Students","Reading",1670497,26810,"11","11",21.2,21.6,17.7,17.7
"2019-20","664","Gordon County","0106","Sonoraville High School","All Students","Mathematics",1670497,26810,"72","33",20.4,20.2,18.7,18.9
"2019-20","611","Bibb County","0105","Howard High School","All Students","Composite",1670497,26811,"168","51",20.6,20.8,17.7,20.1
"2019-20","675","Henry County","0105","Dutchtown High","All Students","English",1670497,26811,"1010","131",19.7,20.2,18.4,17.5
"2019-20","675","Henry County","0105","Dutchtown High","All Students","Science",1670497,26810,"1010","131",20.6,20.8,19.4,18.3
"2019-20","675","Henry County","0105","Dutchtown High","All Students","Composite",1670497,26811,"1010","131",20.6,20.8,19.3,18
"2019-20","648","Douglas County","0175","Lithia Springs Comprehensive High School","All Students","Reading",1670497,26810,"650","86",21.2,21.6,20.1,16.8
"2019-20","633","Cobb County","3056","South Cobb High School","All Students","Writing Subscore",678906,5089,"409","27",6.4,6.8,7,6.9
"2019-20","664","Gordon County","0286","Gordon Central High School","All Students","Composite",1670497,26811,"72","39",20.6,20.8,19.4,19.2
"2019-20","664","Gordon County","0286","Gordon Central High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","687","Laurens County","0110","West Laurens High School","All Students","Composite",1670497,26811,"61","39",20.6,20.8,20,20.3
"2019-20","608","Bartow County","0105","Adairsville High School","All Students","Composite",1670497,26811,"181","40",20.6,20.8,20.2,20.5
"2019-20","741","Troup County","0387","Troup County High School","All Students","English",1670497,26811,"192","71",19.7,20.2,19.1,20.2
"2019-20","761","Atlanta Public Schools","0182","Mays High School","All Students","Mathematics",1670497,26810,"923","98",20.4,20.2,18.1,16
"2019-20","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","All Students","English",1670497,26811,"923","70",19.7,20.2,18.6,20.3
"2019-20","7830103","Commission Charter Schools- CCAT School","0103","Statesboro STEAM Academy","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","7830103","Commission Charter Schools- CCAT School","0103","Statesboro STEAM Academy","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","755","Whitfield County","0112","Coahulla Creek High School","All Students","English",1670497,26811,"218","95",19.7,20.2,18.3,17.1
"2019-20","639","Crawford County","0193","Crawford County High School","All Students","Reading",1670497,26810,"13","13",21.2,21.6,18,18
"2019-20","667","Gwinnett County","4052","Dacula High School","All Students","Writing Subscore",678906,5089,"612","TFS",6.4,6.8,7.3,
"2019-20","631","Clayton County","1054","Forest Park High School","All Students","Reading",1670497,26810,"760","70",21.2,21.6,18.3,17.6
"2019-20","735","Terrell County","0105","Terrell High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","741","Troup County","1052","LaGrange High School","All Students","Reading",1670497,26810,"191","60",21.2,21.6,19.9,20.1
"2019-20","676","Houston County","4056","Warner Robins High School","All Students","Reading",1670497,26810,"346","39",21.2,21.6,21.4,18.2
"2019-20","633","Cobb County","1069","Wheeler High School","All Students","Composite",1670497,26811,"2143","76",20.6,20.8,22.5,21.8
"2019-20","722","Rockdale County","0176","Heritage High School","All Students","Writing Subscore",678906,5089,"59","14",6.4,6.8,6.8,6.3
"2019-20","722","Rockdale County","0176","Heritage High School","All Students","English",1670497,26811,"343","100",19.7,20.2,18.4,18
"2019-20","659","Franklin County","3050","Franklin County High School","All Students","English",1670497,26811,"39","39",19.7,20.2,16.6,16.6
"2019-20","710","Paulding County","0109","North Paulding High School","All Students","Composite",1670497,26811,"421","136",20.6,20.8,19.8,20.6
"2019-20","707","Newton County","0173","Newton High School","All Students","Reading",1670497,26810,"422","213",21.2,21.6,18.3,17.1
"2019-20","739","Towns County","0204","Towns County High School","All Students","Science",1670497,26810,"16","16",20.6,20.8,20.7,20.7
"2019-20","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Mathematics",1670497,26810,"1337","175",20.4,20.2,19.2,18.3
"2019-20","660","Fulton County","0910","Johns Creek High School","All Students","Composite",1670497,26811,"2071","194",20.6,20.8,23.5,25.7
"2019-20","660","Fulton County","0910","Johns Creek High School","All Students","Mathematics",1670497,26810,"2071","194",20.4,20.2,22.8,25.3
"2019-20","706","Muscogee County","0378","Spencer High School","All Students","Science",1670497,26810,"603","50",20.6,20.8,19.2,15.7
"2019-20","655","Fannin County","0176","Fannin County High School","All Students","Science",1670497,26810,"32","32",20.6,20.8,21.1,21.1
"2019-20","728","Stewart County","0201","Stewart County High School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","631","Clayton County","0290","Mount Zion High School","All Students","English",1670497,26811,"760","75",19.7,20.2,16.4,15
"2019-20","628","Cherokee County","6597","Tippens Educational Center","All Students","Science",1670497,26810,"970","TFS",20.6,20.8,22,
"2019-20","628","Cherokee County","6597","Tippens Educational Center","All Students","English",1670497,26811,"970","TFS",19.7,20.2,21.7,
"2019-20","633","Cobb County","4066","Pebblebrook High School","All Students","Writing Subscore",678906,5089,"409","42",6.4,6.8,7,6.6
"2019-20","633","Cobb County","4066","Pebblebrook High School","All Students","Science",1670497,26810,"2143","135",20.6,20.8,22.2,18.4
"2019-20","667","Gwinnett County","0176","Parkview High School","All Students","Mathematics",1670497,26810,"2785","187",20.4,20.2,22.2,22.8
"2019-20","662","Glascock County","0196","Glascock County Middle/High School","All Students","Composite",1670497,26811,"TFS","TFS",20.6,20.8,,
"2019-20","662","Glascock County","0196","Glascock County Middle/High School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","667","Gwinnett County","1050","Berkmar High School","All Students","Composite",1670497,26811,"2785","93",20.6,20.8,22.5,20.7
"2019-20","674","Heard County","0110","Heard County High School","All Students","Reading",1670497,26810,"38","38",21.2,21.6,19.8,19.8
"2019-20","674","Heard County","0110","Heard County High School","All Students","Composite",1670497,26811,"38","38",20.6,20.8,18.5,18.5
"2019-20","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Reading",1670497,26810,"267","61",21.2,21.6,20.8,19.8
"2019-20","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Science",1670497,26810,"267","61",20.6,20.8,20.2,19.1
"2019-20","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","English",1670497,26811,"760","61",19.7,20.2,16.4,22.2
"2019-20","627","Chattooga County","1050","Chattooga High School","All Students","Reading",1670497,26810,"43","43",21.2,21.6,20,20
"2019-20","656","Fayette County","0198","Starrs Mill High School","All Students","Composite",1670497,26811,"617","146",20.6,20.8,22.9,24.2
"2019-20","656","Fayette County","0198","Starrs Mill High School","All Students","Reading",1670497,26810,"617","146",21.2,21.6,23.6,24.7
"2019-20","656","Fayette County","0198","Starrs Mill High School","All Students","Writing Subscore",678906,5089,"112","31",6.4,6.8,6.8,7.4
"2019-20","611","Bibb County","0386","Southwest High School","All Students","Mathematics",1670497,26810,"168","16",20.4,20.2,17.3,14.8
"2019-20","706","Muscogee County","3054","Columbus High School","All Students","Composite",1670497,26811,"603","123",20.6,20.8,19.2,26
"2019-20","669","Hall County","0189","West Hall High School","All Students","Mathematics",1670497,26810,"252","26",20.4,20.2,20.7,17.5
"2019-20","635","Colquitt County","0112","Colquitt County Achievement Center","All Students","Reading",1670497,26810,"89","TFS",21.2,21.6,19,
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","0613","Foothills Charter High School (Central Office - Athens)","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","0613","Foothills Charter High School (Central Office - Athens)","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","694","Macon County","2060","Macon County High School","All Students","English",1670497,26811,"18","18",19.7,20.2,15.4,15.4
"2019-20","609","Ben Hill County","0291","Fitzgerald High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","633","Cobb County","0188","Pope High School","All Students","Mathematics",1670497,26810,"2143","160",20.4,20.2,21.7,24.6
"2019-20","633","Cobb County","0188","Pope High School","All Students","Science",1670497,26810,"2143","160",20.6,20.8,22.2,24.9
"2019-20","706","Muscogee County","0278","Shaw High School","All Students","Reading",1670497,26810,"603","64",21.2,21.6,20.1,18.1
"2019-20","761","Atlanta Public Schools","0106","Early College High School at Carver","All Students","Reading",1670497,26810,"923","14",21.2,21.6,19.8,18.7
"2019-20","761","Atlanta Public Schools","0515","Charles Drew Charter School JA/SA","All Students","Reading",1670497,26810,"923","66",21.2,21.6,19.8,21.2
"2019-20","761","Atlanta Public Schools","0515","Charles Drew Charter School JA/SA","All Students","Science",1670497,26810,"923","66",20.6,20.8,19.1,20.1
"2019-20","761","Atlanta Public Schools","0515","Charles Drew Charter School JA/SA","All Students","Composite",1670497,26811,"923","66",20.6,20.8,19,20.1
"2019-20","791","Trion City","0301","Trion High School","All Students","Composite",1670497,26811,"44","44",20.6,20.8,19.6,19.6
"2019-20","791","Trion City","0301","Trion High School","All Students","Reading",1670497,26810,"44","44",21.2,21.6,21.1,21.1
"2019-20","667","Gwinnett County","0187","Meadowcreek High School","All Students","Composite",1670497,26811,"2785","80",20.6,20.8,22.5,19.9
"2019-20","615","Bryan County","0182","Richmond Hill High School","All Students","English",1670497,26811,"102","90",19.7,20.2,21.2,21.4
"2019-20","675","Henry County","0408","Woodland High School","All Students","Reading",1670497,26810,"1010","85",21.2,21.6,19.9,20.5
"2019-20","675","Henry County","0408","Woodland High School","All Students","Science",1670497,26810,"1010","85",20.6,20.8,19.4,19.7
"2019-20","667","Gwinnett County","0101","Grayson High School","All Students","Reading",1670497,26810,"2785","196",21.2,21.6,22.9,21.1
"2019-20","621","Candler County","0101","Metter High School","All Students","Science",1670497,26810,"11","11",20.6,20.8,18.5,18.5
"2019-20","647","Dougherty County","1058","Monroe High School","All Students","English",1670497,26811,"80","19",19.7,20.2,15.9,14.2
"2019-20","647","Dougherty County","1058","Monroe High School","All Students","Science",1670497,26810,"80","19",20.6,20.8,17.7,16.4
"2019-20","651","Effingham County","0390","Effingham County High School","All Students","Writing Subscore",678906,5089,"43","25",6.4,6.8,6.3,6.2
"2019-20","611","Bibb County","0286","Northeast High School","All Students","Science",1670497,26810,"168","11",20.6,20.8,17.3,14.1
"2019-20","740","Treutlen County","0213","Treutlen Middle/High School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","625","Savannah-Chatham County","0115","Woodville-Tompkins Technical and Career High School","All Students","Mathematics",1670497,26810,"261","18",20.4,20.2,18.7,17.8
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","All Students","Mathematics",1670497,26810,"261","TFS",20.4,20.2,18.7,
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","All Students","English",1670497,26811,"261","TFS",19.7,20.2,18.9,
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","All Students","Composite",1670497,26811,"261","TFS",20.6,20.8,19.4,
"2019-20","647","Dougherty County","4062","Westover High School","All Students","Mathematics",1670497,26810,"80","47",20.4,20.2,16.6,16.9
"2019-20","628","Cherokee County","0106","Creekview High School","All Students","English",1670497,26811,"970","159",19.7,20.2,21.7,22
"2019-20","628","Cherokee County","0106","Creekview High School","All Students","Writing Subscore",678906,5089,"153","24",6.4,6.8,7,6.7
"2019-20","667","Gwinnett County","0103","Norcross High School","All Students","English",1670497,26811,"2785","176",19.7,20.2,21.8,20.9
"2019-20","667","Gwinnett County","0195","Collins Hill High School","All Students","English",1670497,26811,"2785","145",19.7,20.2,21.8,21.2
"2019-20","667","Gwinnett County","0195","Collins Hill High School","All Students","Science",1670497,26810,"2785","145",20.6,20.8,22.4,22.1
"2019-20","669","Hall County","1556","North Hall High School","All Students","Composite",1670497,26811,"252","75",20.6,20.8,21.1,21.9
"2019-20","670","Hancock County","0288","Hancock Central High School","All Students","Composite",1670497,26811,"10","10",20.6,20.8,15.6,15.6
"2019-20","670","Hancock County","0288","Hancock Central High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","670","Hancock County","0288","Hancock Central High School","All Students","Mathematics",1670497,26810,"10","10",20.4,20.2,16.4,16.4
"2019-20","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Composite",1670497,26811,"2785","10",20.6,20.8,22.5,24.1
"2019-20","667","Gwinnett County","1410","Mountain View High School","All Students","Reading",1670497,26810,"2785","123",21.2,21.6,22.9,23.6
"2019-20","667","Gwinnett County","1410","Mountain View High School","All Students","Composite",1670497,26811,"2785","123",20.6,20.8,22.5,23.2
"2019-20","721","Richmond County","0100","Cross Creek High School","All Students","Mathematics",1670497,26810,"316","16",20.4,20.2,16.9,16.9
"2019-20","721","Richmond County","0100","Cross Creek High School","All Students","Composite",1670497,26811,"316","16",20.6,20.8,17.1,16.4
"2019-20","726","Griffin-Spalding County","0187","Griffin High School","All Students","Reading",1670497,26810,"127","62",21.2,21.6,18.8,16.9
"2019-20","686","Lanier County","0201","Lanier County High School","All Students","Science",1670497,26810,"TFS","TFS",20.6,20.8,,
"2019-20","693","Lumpkin County","0101","Lumpkin County High School","All Students","Composite",1670497,26811,"53","53",20.6,20.8,20.2,20.2
"2019-20","611","Bibb County","0186","Central High School","All Students","Composite",1670497,26811,"168","43",20.6,20.8,17.7,18.4
"2019-20","733","Taylor County","0201","Taylor County High School","All Students","Mathematics",1670497,26810,"15","15",20.4,20.2,18.2,18.2
"2019-20","721","Richmond County","2574","Westside High School","All Students","Composite",1670497,26811,"316","42",20.6,20.8,17.1,17.4
"2019-20","721","Richmond County","2574","Westside High School","All Students","Writing Subscore",678906,5089,"68","TFS",6.4,6.8,6,
"2019-20","632","Clinch County","1050","Clinch County High School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","632","Clinch County","1050","Clinch County High School","All Students","Composite",1670497,26811,"TFS","TFS",20.6,20.8,,
"2019-20","628","Cherokee County","0197","Woodstock High School","All Students","English",1670497,26811,"970","166",19.7,20.2,21.7,21.5
"2019-20","610","Berrien County","0101","Berrien High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Composite",1670497,26811,"108","28",20.6,20.8,19.9,20.1
"2019-20","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Science",1670497,26810,"108","28",20.6,20.8,20.5,20.3
"2019-20","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Mathematics",1670497,26810,"108","28",20.4,20.2,19.4,19.8
"2019-20","669","Hall County","4752","Johnson High School","All Students","Writing Subscore",678906,5089,"43","14",6.4,6.8,7,7.1
"2019-20","666","Greene County","0401","Greene County High School","All Students","English",1670497,26811,"28","28",19.7,20.2,16.4,16.4
"2019-20","625","Savannah-Chatham County","2052","Beach High School","All Students","Composite",1670497,26811,"261","45",20.6,20.8,19.4,14.7
"2019-20","658","Forsyth County","0218","Forsyth Academy","All Students","English",1670497,26811,"1074","TFS",19.7,20.2,24.6,
"2019-20","675","Henry County","0307","Ola High School","All Students","Science",1670497,26810,"1010","151",20.6,20.8,19.4,20.9
"2019-20","714","Pike County","0194","Pike County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","611","Bibb County","0204","Rutland High School","All Students","Reading",1670497,26810,"168","12",21.2,21.6,18.3,17.4
"2019-20","657","Floyd County","5050","Coosa High School","All Students","Mathematics",1670497,26810,"201","43",20.4,20.2,18.8,17.2
"2019-20","657","Floyd County","5050","Coosa High School","All Students","Reading",1670497,26810,"201","43",21.2,21.6,20.9,20.5
"2019-20","767","Cartersville City","2050","Cartersville High School","All Students","Writing Subscore",678906,5089,"23","23",6.4,6.8,6.4,6.4
"2019-20","675","Henry County","0391","Eagle's Landing High School","All Students","Writing Subscore",678906,5089,"221","24",6.4,6.8,6.5,6.8
"2019-20","660","Fulton County","0691","Tri-Cities High School","All Students","Reading",1670497,26810,"2071","81",21.2,21.6,24.1,16.3
"2019-20","696","Marion County","0275","Marion County Middle/High School","All Students","Reading",1670497,26810,"11","11",21.2,21.6,17.3,17.3
"2019-20","696","Marion County","0275","Marion County Middle/High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","619","Calhoun County","0113","Calhoun County High School","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","644","DeKalb County","3070","McNair High School","All Students","English",1670497,26811,"1337","13",19.7,20.2,19.5,14.9
"2019-20","721","Richmond County","3054","Glenn Hills High School","All Students","English",1670497,26811,"316","48",19.7,20.2,15.8,12
"2019-20","727","Stephens County","5050","Stephens County High School","All Students","Composite",1670497,26811,"36","36",20.6,20.8,20.2,20.2
"2019-20","731","Taliaferro County","0102","Taliaferro County School","All Students","English",1670497,26811,"TFS","TFS",19.7,20.2,,
"2019-20","781","Marietta City","0101","Marietta High School","All Students","English",1670497,26811,"158","158",19.7,20.2,21.7,21.7
"2019-20","765","Calhoun City","3050","Calhoun High School","All Students","Science",1670497,26810,"74","74",20.6,20.8,20.9,20.9
"2019-20","765","Calhoun City","3050","Calhoun High School","All Students","Composite",1670497,26811,"74","74",20.6,20.8,20.5,20.5
"2019-20","772","Dalton Public Schools","0110","Morris Innovative High School","All Students","Reading",1670497,26810,"82","TFS",21.2,21.6,20.8,
"2019-20","622","Carroll County","3050","Bowdon High School","All Students","Writing Subscore",678906,5089,"28","TFS",6.4,6.8,6.9,
"2019-20","747","Walton County","0199","Loganville High School","All Students","English",1670497,26811,"176","73",19.7,20.2,19.5,19
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","All Students","Reading",1670497,26810,"261","67",21.2,21.6,20.3,26.8
"2019-20","761","Atlanta Public Schools","0192","North Atlanta High School","All Students","Mathematics",1670497,26810,"923","149",20.4,20.2,18.1,21.7
"2019-20","660","Fulton County","0106","Milton High School","All Students","Mathematics",1670497,26810,"2071","219",20.4,20.2,22.8,24.3
"2019-20","660","Fulton County","0106","Milton High School","All Students","Composite",1670497,26811,"2071","219",20.6,20.8,23.5,25.6
"2019-20","604","Baker County","0105","Baker County K12 School","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","604","Baker County","0105","Baker County K12 School","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","606","Banks County","0199","Banks County High School","All Students","Science",1670497,26810,"28","28",20.6,20.8,20,20
"2019-20","631","Clayton County","0377","Riverdale High School","All Students","Composite",1670497,26811,"760","69",20.6,20.8,17.4,17.3
"2019-20","657","Floyd County","0107","Pepperell High School","All Students","Science",1670497,26810,"201","57",20.6,20.8,19.8,19
"2019-20","635","Colquitt County","1554","Colquitt County High School","All Students","English",1670497,26811,"89","86",19.7,20.2,17.2,17.3
"2019-20","615","Bryan County","0502","Bryan County High School","All Students","Writing Subscore",678906,5089,"13","TFS",6.4,6.8,6.7,
"2019-20","615","Bryan County","0502","Bryan County High School","All Students","Composite",1670497,26811,"102","12",20.6,20.8,21.9,20.4
"2019-20","622","Carroll County","0189","Temple High School","All Students","Writing Subscore",678906,5089,"28","TFS",6.4,6.8,6.9,
"2019-20","622","Carroll County","0189","Temple High School","All Students","Science",1670497,26810,"179","18",20.6,20.8,20.1,21.1
"2019-20","757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","All Students","Mathematics",1670497,26810,"11","11",20.4,20.2,18,18
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy","All Students","English",1670497,26811,"33","33",19.7,20.2,21.4,21.4
"2019-20","633","Cobb County","0175","Walton High School","All Students","Science",1670497,26810,"2143","194",20.6,20.8,22.2,26.3
"2019-20","633","Cobb County","0175","Walton High School","All Students","Composite",1670497,26811,"2143","194",20.6,20.8,22.5,27.3
"2019-20","652","Elbert County","0176","Elbert County High School","All Students","Reading",1670497,26810,"18","18",21.2,21.6,17.9,17.9
"2019-20","644","DeKalb County","1070","Tucker High School","All Students","Writing Subscore",678906,5089,"332","31",6.4,6.8,6.7,6.9
"2019-20","644","DeKalb County","5055","Dunwoody High School","All Students","Mathematics",1670497,26810,"1337","167",20.4,20.2,19.2,22.2
"2019-20","750","Washington County","1052","Washington County High School","All Students","Mathematics",1670497,26810,"64","64",20.4,20.2,17.6,17.6
"2019-20","676","Houston County","0111","Veterans High School","All Students","Composite",1670497,26811,"346","76",20.6,20.8,20.5,21.4
