"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2019-20","667","Gwinnett County","0185","Shiloh High School","All Students","Mathematics",1670497,26810,"2785","85",20.4,20.2,22.2,18.7
"2019-20","746","Walker County","0190","Ridgeland High School","All Students","Mathematics",1670497,26810,"174","86",20.4,20.2,18.2,17.4
"2019-20","706","Muscogee County","5052","Carver High School","All Students","Reading",1670497,26810,"603","85",21.2,21.6,20.1,17
"2019-20","706","Muscogee County","5052","Carver High School","All Students","Composite",1670497,26811,"603","85",20.6,20.8,19.2,16.5
"2019-20","633","Cobb County","0186","Oakwood High School","All Students","Writing Subscore",678906,5089,"409","TFS",6.4,6.8,7,
"2019-20","631","Clayton County","0114","Elite Scholars Academy School","All Students","Mathematics",1670497,26810,"760","22",20.4,20.2,16.9,19.7
"2019-20","628","Cherokee County","0115","River Ridge High School","All Students","Science",1670497,26810,"970","120",20.6,20.8,22,21.4
"2019-20","721","Richmond County","3756","Josey High School","All Students","Mathematics",1670497,26810,"316","28",20.4,20.2,16.9,14.9
"2019-20","761","Atlanta Public Schools","4560","Grady High School","All Students","Reading",1670497,26810,"923","94",21.2,21.6,19.8,24.4
"2019-20","715","Polk County","0102","Rockmart High School","All Students","Composite",1670497,26811,"63","25",20.6,20.8,19.6,21.4
"2019-20","638","Coweta County","0196","Northgate High School","All Students","Reading",1670497,26810,"543","148",21.2,21.6,22.3,23.7
"2019-20","638","Coweta County","0196","Northgate High School","All Students","Writing Subscore",678906,5089,"122","29",6.4,6.8,6.3,6.8
"2019-20","745","Thomaston-Upson County","0195","Upson-Lee High School","All Students","Mathematics",1670497,26810,"51","51",20.4,20.2,16.8,16.8
"2019-20","633","Cobb County","0192","Harrison High School","All Students","Mathematics",1670497,26810,"2143","179",20.4,20.2,21.7,22.6
"2019-20","633","Cobb County","2066","Osborne High School","All Students","Writing Subscore",678906,5089,"409","19",6.4,6.8,7,6.1
"2019-20","748","Ware County","0195","Ware County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Mathematics",1670497,26810,"1337","40",20.4,20.2,19.2,21
"2019-20","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Reading",1670497,26810,"1337","58",21.2,21.6,20.9,14.8
"2019-20","648","Douglas County","0100","Chapel Hill High School","All Students","Mathematics",1670497,26810,"650","119",20.4,20.2,18.3,19.2
"2019-20","648","Douglas County","0100","Chapel Hill High School","All Students","Reading",1670497,26810,"650","119",21.2,21.6,20.1,21.6
"2019-20","658","Forsyth County","0195","North Forsyth High School","All Students","Science",1670497,26810,"1074","119",20.6,20.8,24.2,21.8
"2019-20","699","Meriwether County","4050","Manchester High School","All Students","English",1670497,26811,"56","33",19.7,20.2,16.2,16.8
"2019-20","701","Mitchell County","0105","Baconton Community Charter School","All Students","Reading",1670497,26810,"11","TFS",21.2,21.6,16.3,
"2019-20","631","Clayton County","2052","North Clayton High School","All Students","Composite",1670497,26811,"760","82",20.6,20.8,17.4,16.4
"2019-20","685","Lamar County","0175","Lamar County High School","All Students","Mathematics",1670497,26810,"20","20",20.4,20.2,16.5,16.5
"2019-20","685","Lamar County","0175","Lamar County High School","All Students","English",1670497,26811,"20","20",19.7,20.2,16.9,16.9
"2019-20","723","Schley County","0101","Schley Middle High School","All Students","Science",1670497,26810,"16","16",20.6,20.8,20,20
"2019-20","638","Coweta County","5054","Newnan High School","All Students","Reading",1670497,26810,"543","143",21.2,21.6,22.3,21.2
"2019-20","692","Lowndes County","5050","Lowndes High School","All Students","Composite",1670497,26811,"148","148",20.6,20.8,21.3,21.3
"2019-20","716","Pulaski County","2050","Hawkinsville High School","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","631","Clayton County","1056","Jonesboro High School","All Students","Composite",1670497,26811,"760","48",20.6,20.8,17.4,17.2
"2019-20","759","Worth County","0176","Worth County High School","All Students","English",1670497,26811,"11","11",19.7,20.2,15.2,15.2
"2019-20","611","Bibb County","0105","Howard High School","All Students","English",1670497,26811,"168","51",19.7,20.2,17.3,20.2
"2019-20","633","Cobb County","1054","Campbell High School","All Students","Composite",1670497,26811,"2143","149",20.6,20.8,22.5,23.2
"2019-20","633","Cobb County","1054","Campbell High School","All Students","Reading",1670497,26810,"2143","149",21.2,21.6,23.5,24.4
"2019-20","657","Floyd County","0111","Model High","All Students","Composite",1670497,26811,"201","51",20.6,20.8,19.8,20.4
"2019-20","657","Floyd County","0111","Model High","All Students","English",1670497,26811,"201","51",19.7,20.2,19.1,19.9
"2019-20","613","Brantley County","1050","Brantley County High School","All Students","Mathematics",1670497,26810,"29","29",20.4,20.2,19.5,19.5
"2019-20","628","Cherokee County","0191","Sequoyah High School","All Students","Composite",1670497,26811,"970","127",20.6,20.8,22.3,22.7
"2019-20","721","Richmond County","3556","Johnson Magnet","All Students","Writing Subscore",678906,5089,"68","TFS",6.4,6.8,6,
"2019-20","687","Laurens County","0110","West Laurens High School","All Students","Mathematics",1670497,26810,"61","39",20.4,20.2,18.9,19.7
"2019-20","687","Laurens County","0110","West Laurens High School","All Students","Science",1670497,26810,"61","39",20.6,20.8,19.7,20
"2019-20","608","Bartow County","0105","Adairsville High School","All Students","Writing Subscore",678906,5089,"42","TFS",6.4,6.8,6.7,
"2019-20","747","Walton County","0111","Walnut Grove High School","All Students","Mathematics",1670497,26810,"176","62",20.4,20.2,19.8,20.3
"2019-20","747","Walton County","0111","Walnut Grove High School","All Students","Composite",1670497,26811,"176","62",20.6,20.8,20.4,21.4
"2019-20","761","Atlanta Public Schools","0182","Mays High School","All Students","Reading",1670497,26810,"923","98",21.2,21.6,19.8,16.5
"2019-20","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","All Students","Mathematics",1670497,26810,"923","70",20.4,20.2,18.1,18.9
"2019-20","667","Gwinnett County","0182","Brookwood High School","All Students","Composite",1670497,26811,"2785","211",20.6,20.8,22.5,23.6
"2019-20","7830103","Commission Charter Schools- CCAT School","0103","Statesboro STEAM Academy","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","755","Whitfield County","0112","Coahulla Creek High School","All Students","Composite",1670497,26811,"218","95",20.6,20.8,19.5,18.7
"2019-20","639","Crawford County","0193","Crawford County High School","All Students","Composite",1670497,26811,"13","13",20.6,20.8,17.9,17.9
"2019-20","771","Commerce City","0112","Commerce High School","All Students","Mathematics",1670497,26810,"18","18",20.4,20.2,20,20
"2019-20","771","Commerce City","0112","Commerce High School","All Students","Reading",1670497,26810,"18","18",21.2,21.6,21.6,21.6
"2019-20","667","Gwinnett County","4052","Dacula High School","All Students","Mathematics",1670497,26810,"2785","73",20.4,20.2,22.2,21.1
"2019-20","676","Houston County","2052","Northside High School","All Students","Mathematics",1670497,26810,"346","39",20.4,20.2,20.1,19.2
"2019-20","631","Clayton County","1054","Forest Park High School","All Students","Composite",1670497,26811,"760","70",20.6,20.8,17.4,17
"2019-20","735","Terrell County","0105","Terrell High School","All Students","Composite",1670497,26811,"31","31",20.6,20.8,16,16
"2019-20","735","Terrell County","0105","Terrell High School","All Students","Mathematics",1670497,26810,"31","31",20.4,20.2,16.2,16.2
"2019-20","741","Troup County","1052","LaGrange High School","All Students","English",1670497,26811,"192","60",19.7,20.2,19.1,19.5
"2019-20","676","Houston County","4056","Warner Robins High School","All Students","Mathematics",1670497,26810,"346","39",20.4,20.2,20.1,17.2
"2019-20","676","Houston County","4056","Warner Robins High School","All Students","Composite",1670497,26811,"346","39",20.6,20.8,20.5,17.4
"2019-20","633","Cobb County","1069","Wheeler High School","All Students","Reading",1670497,26810,"2143","76",21.2,21.6,23.5,23
"2019-20","722","Rockdale County","0176","Heritage High School","All Students","Science",1670497,26810,"343","100",20.6,20.8,19.5,18.5
"2019-20","659","Franklin County","3050","Franklin County High School","All Students","Mathematics",1670497,26810,"39","39",20.4,20.2,18.5,18.5
"2019-20","659","Franklin County","3050","Franklin County High School","All Students","Science",1670497,26810,"39","39",20.6,20.8,19.3,19.3
"2019-20","722","Rockdale County","3052","Rockdale County High School","All Students","Science",1670497,26810,"343","180",20.6,20.8,19.5,20.6
"2019-20","722","Rockdale County","3052","Rockdale County High School","All Students","English",1670497,26811,"343","180",19.7,20.2,18.4,19.5
"2019-20","722","Rockdale County","3052","Rockdale County High School","All Students","Reading",1670497,26810,"343","180",21.2,21.6,20.2,21.4
"2019-20","738","Toombs County","0192","Toombs County High School","All Students","English",1670497,26811,"16","16",19.7,20.2,16.4,16.4
"2019-20","707","Newton County","0173","Newton High School","All Students","Composite",1670497,26811,"422","213",20.6,20.8,17.7,16.6
"2019-20","707","Newton County","0173","Newton High School","All Students","Writing Subscore",678906,5089,"79","45",6.4,6.8,6.7,6.7
"2019-20","741","Troup County","0201","Callaway High School","All Students","English",1670497,26811,"192","61",19.7,20.2,19.1,17.4
"2019-20","625","Savannah-Chatham County","0117","New Hampstead High School","All Students","Science",1670497,26810,"261","19",20.6,20.8,19.2,17.4
"2019-20","618","Butts County","0190","Jackson High School","All Students","Writing Subscore",678906,5089,"16","16",6.4,6.8,6.6,6.6
"2019-20","618","Butts County","0190","Jackson High School","All Students","Composite",1670497,26811,"52","52",20.6,20.8,18.2,18.2
"2019-20","755","Whitfield County","0175","Northwest Whitfield County High School","All Students","Science",1670497,26810,"218","74",20.6,20.8,19.9,21.2
"2019-20","755","Whitfield County","0175","Northwest Whitfield County High School","All Students","Mathematics",1670497,26810,"218","74",20.4,20.2,19.1,20.4
"2019-20","667","Gwinnett County","5550","Duluth High School","All Students","Science",1670497,26810,"2785","121",20.6,20.8,22.4,22.5
"2019-20","667","Gwinnett County","5550","Duluth High School","All Students","English",1670497,26811,"2785","121",19.7,20.2,21.8,21.4
"2019-20","623","Catoosa County","0109","Heritage High School","All Students","Composite",1670497,26811,"267","115",20.6,20.8,19.9,20.7
"2019-20","623","Catoosa County","0109","Heritage High School","All Students","Mathematics",1670497,26810,"267","115",20.4,20.2,18.8,19.7
"2019-20","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","English",1670497,26811,"1337","175",19.7,20.2,19.5,19
"2019-20","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Composite",1670497,26811,"1337","175",20.6,20.8,20,19.5
"2019-20","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Science",1670497,26810,"1337","175",20.6,20.8,19.9,20
"2019-20","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Writing Subscore",678906,5089,"332","42",6.4,6.8,6.7,6.8
"2019-20","703","Montgomery County","0201","Montgomery County High School","All Students","Science",1670497,26810,"TFS","TFS",20.6,20.8,,
"2019-20","703","Montgomery County","0201","Montgomery County High School","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","706","Muscogee County","0378","Spencer High School","All Students","English",1670497,26811,"603","50",19.7,20.2,18.4,13.1
"2019-20","706","Muscogee County","0378","Spencer High School","All Students","Mathematics",1670497,26810,"603","50",20.4,20.2,18.8,15.3
"2019-20","720","Randolph County","0201","Randolph Clay High School","All Students","Science",1670497,26810,"TFS","TFS",20.6,20.8,,
"2019-20","636","Columbia County","0112","Grovetown High School","All Students","English",1670497,26811,"325","48",19.7,20.2,22.1,17.4
"2019-20","715","Polk County","5050","Cedartown High School","All Students","Science",1670497,26810,"63","38",20.6,20.8,19.9,19
"2019-20","631","Clayton County","0290","Mount Zion High School","All Students","Mathematics",1670497,26810,"760","75",20.4,20.2,16.9,16.3
"2019-20","628","Cherokee County","6597","Tippens Educational Center","All Students","Mathematics",1670497,26810,"970","TFS",20.4,20.2,21.6,
"2019-20","633","Cobb County","4066","Pebblebrook High School","All Students","Mathematics",1670497,26810,"2143","135",20.4,20.2,21.7,17.8
"2019-20","667","Gwinnett County","0176","Parkview High School","All Students","English",1670497,26811,"2785","187",19.7,20.2,21.8,22.3
"2019-20","660","Fulton County","3066","Riverwood International Charter School","All Students","Writing Subscore",678906,5089,"408","31",6.4,6.8,7.2,7.7
"2019-20","667","Gwinnett County","1050","Berkmar High School","All Students","Mathematics",1670497,26810,"2785","93",20.4,20.2,22.2,20.5
"2019-20","667","Gwinnett County","1050","Berkmar High School","All Students","Reading",1670497,26810,"2785","93",21.2,21.6,22.9,21
"2019-20","710","Paulding County","2552","Paulding County High School","All Students","Composite",1670497,26811,"421","58",20.6,20.8,19.8,20.9
"2019-20","674","Heard County","0110","Heard County High School","All Students","Science",1670497,26810,"38","38",20.6,20.8,18.4,18.4
"2019-20","674","Heard County","0110","Heard County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","Composite",1670497,26811,"267","61",20.6,20.8,19.9,18.6
"2019-20","675","Henry County","0315","Hampton High School","All Students","Writing Subscore",678906,5089,"221","16",6.4,6.8,6.5,6.2
"2019-20","675","Henry County","0315","Hampton High School","All Students","English",1670497,26811,"1010","68",19.7,20.2,18.4,17.1
"2019-20","7991893","State Schools- Atlanta Area School for the Deaf","1893","Atlanta Area School for the Deaf","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","656","Fayette County","0198","Starrs Mill High School","All Students","Mathematics",1670497,26810,"617","146",20.4,20.2,22.3,23.9
"2019-20","660","Fulton County","0198","Centennial High School","All Students","Mathematics",1670497,26810,"2071","124",20.4,20.2,22.8,22.7
"2019-20","660","Fulton County","0198","Centennial High School","All Students","Composite",1670497,26811,"2071","124",20.6,20.8,23.5,23.5
"2019-20","607","Barrow County","3052","Winder-Barrow High School","All Students","Reading",1670497,26810,"181","82",21.2,21.6,20.4,21
"2019-20","607","Barrow County","3052","Winder-Barrow High School","All Students","Composite",1670497,26811,"181","82",20.6,20.8,19.3,19.9
"2019-20","620","Camden County","0295","Camden County High School","All Students","Composite",1670497,26811,"108","108",20.6,20.8,20.8,20.8
"2019-20","694","Macon County","2060","Macon County High School","All Students","Science",1670497,26810,"18","18",20.6,20.8,17.4,17.4
"2019-20","694","Macon County","2060","Macon County High School","All Students","Reading",1670497,26810,"18","18",21.2,21.6,17.1,17.1
"2019-20","694","Macon County","2060","Macon County High School","All Students","Composite",1670497,26811,"18","18",20.6,20.8,16.5,16.5
"2019-20","644","DeKalb County","0176","Redan High School","All Students","Writing Subscore",678906,5089,"332","10",6.4,6.8,6.7,5.8
"2019-20","644","DeKalb County","0176","Redan High School","All Students","English",1670497,26811,"1337","48",19.7,20.2,19.5,14.6
"2019-20","761","Atlanta Public Schools","0106","Early College High School at Carver","All Students","Mathematics",1670497,26810,"923","14",20.4,20.2,18.1,17
"2019-20","761","Atlanta Public Schools","0106","Early College High School at Carver","All Students","Composite",1670497,26811,"923","14",20.6,20.8,19,17.6
"2019-20","667","Gwinnett County","0187","Meadowcreek High School","All Students","Mathematics",1670497,26810,"2785","80",20.4,20.2,22.2,19.8
"2019-20","689","Liberty County","0105","Bradwell Institute","All Students","Writing Subscore",678906,5089,"15","TFS",6.4,6.8,5.8,
"2019-20","689","Liberty County","0105","Bradwell Institute","All Students","Science",1670497,26810,"168","94",20.6,20.8,18.4,18.3
"2019-20","708","Oconee County","0105","North Oconee High School","All Students","Science",1670497,26810,"187","112",20.6,20.8,23.2,23.5
"2019-20","708","Oconee County","0293","Oconee County High School","All Students","Writing Subscore",678906,5089,"19","TFS",6.4,6.8,7,
"2019-20","708","Oconee County","0293","Oconee County High School","All Students","Composite",1670497,26811,"187","75",20.6,20.8,23.5,22.8
"2019-20","667","Gwinnett County","0101","Grayson High School","All Students","Composite",1670497,26811,"2785","196",20.6,20.8,22.5,20.4
"2019-20","621","Candler County","0101","Metter High School","All Students","Mathematics",1670497,26810,"11","11",20.4,20.2,17.3,17.3
"2019-20","651","Effingham County","0390","Effingham County High School","All Students","Composite",1670497,26811,"139","69",20.6,20.8,21.4,20.9
"2019-20","625","Savannah-Chatham County","0115","Woodville-Tompkins Technical and Career High School","All Students","Composite",1670497,26811,"261","18",20.6,20.8,19.4,18.7
"2019-20","625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High","All Students","Science",1670497,26810,"261","TFS",20.6,20.8,19.2,
"2019-20","678","Jackson County","0191","Jackson County Comprehensive High School","All Students","Mathematics",1670497,26810,"103","72",20.4,20.2,19.7,19.8
"2019-20","678","Jackson County","0191","Jackson County Comprehensive High School","All Students","Writing Subscore",678906,5089,"10","TFS",6.4,6.8,6.7,
"2019-20","667","Gwinnett County","0103","Norcross High School","All Students","Composite",1670497,26811,"2785","176",20.6,20.8,22.5,22
"2019-20","667","Gwinnett County","0195","Collins Hill High School","All Students","Composite",1670497,26811,"2785","145",20.6,20.8,22.5,22.2
"2019-20","669","Hall County","1556","North Hall High School","All Students","Mathematics",1670497,26810,"252","75",20.4,20.2,20.7,21.3
"2019-20","667","Gwinnett County","1410","Mountain View High School","All Students","English",1670497,26811,"2785","123",19.7,20.2,21.8,22.8
"2019-20","667","Gwinnett County","1410","Mountain View High School","All Students","Writing Subscore",678906,5089,"612","30",6.4,6.8,7.3,7.2
"2019-20","726","Griffin-Spalding County","0187","Griffin High School","All Students","English",1670497,26811,"127","62",19.7,20.2,16.7,14.9
"2019-20","686","Lanier County","0201","Lanier County High School","All Students","Reading",1670497,26810,"TFS","TFS",21.2,21.6,,
"2019-20","636","Columbia County","0183","Harlem High School","All Students","Writing Subscore",678906,5089,"47","TFS",6.4,6.8,6.8,
"2019-20","611","Bibb County","0186","Central High School","All Students","Science",1670497,26810,"168","43",20.6,20.8,17.3,17.9
"2019-20","733","Taylor County","0201","Taylor County High School","All Students","English",1670497,26811,"15","15",19.7,20.2,18.5,18.5
"2019-20","736","Thomas County","0191","Thomas County Central High School","All Students","Mathematics",1670497,26810,"53","53",20.4,20.2,18.6,18.6
"2019-20","721","Richmond County","2574","Westside High School","All Students","Reading",1670497,26810,"316","42",21.2,21.6,17.6,17.9
"2019-20","633","Cobb County","0101","Kennesaw Mountain High School","All Students","Science",1670497,26810,"2143","118",20.6,20.8,22.2,23.1
"2019-20","666","Greene County","0401","Greene County High School","All Students","Reading",1670497,26810,"28","28",21.2,21.6,17.4,17.4
"2019-20","666","Greene County","0401","Greene County High School","All Students","Science",1670497,26810,"28","28",20.6,20.8,18.7,18.7
"2019-20","666","Greene County","0401","Greene County High School","All Students","Mathematics",1670497,26810,"28","28",20.4,20.2,17.1,17.1
"2019-20","658","Forsyth County","0218","Forsyth Academy","All Students","Reading",1670497,26810,"1074","TFS",21.2,21.6,25.4,
"2019-20","675","Henry County","0307","Ola High School","All Students","English",1670497,26811,"1010","151",19.7,20.2,18.4,19.4
"2019-20","714","Pike County","0194","Pike County High School","All Students","Mathematics",1670497,26810,"24","24",20.4,20.2,18.5,18.5
"2019-20","611","Bibb County","0204","Rutland High School","All Students","English",1670497,26811,"168","12",19.7,20.2,17.3,17.6
"2019-20","671","Haralson County","3050","Haralson County High School","All Students","Science",1670497,26810,"28","28",20.6,20.8,20.3,20.3
"2019-20","671","Haralson County","3050","Haralson County High School","All Students","Mathematics",1670497,26810,"28","28",20.4,20.2,19.9,19.9
"2019-20","671","Haralson County","3050","Haralson County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","660","Fulton County","0691","Tri-Cities High School","All Students","Writing Subscore",678906,5089,"408","19",6.4,6.8,7.2,6.3
"2019-20","660","Fulton County","0691","Tri-Cities High School","All Students","Science",1670497,26810,"2071","81",20.6,20.8,23.1,16.1
"2019-20","644","DeKalb County","3070","McNair High School","All Students","Composite",1670497,26811,"1337","13",20.6,20.8,20,15.4
"2019-20","678","Jackson County","0107","East Jackson Comprehensive High School","All Students","Writing Subscore",678906,5089,"10","TFS",6.4,6.8,6.7,
"2019-20","678","Jackson County","0107","East Jackson Comprehensive High School","All Students","Science",1670497,26810,"103","31",20.6,20.8,20.9,19.7
"2019-20","682","Jenkins County","0201","Jenkins County High School","All Students","Composite",1670497,26811,"14","14",20.6,20.8,17.9,17.9
"2019-20","721","Richmond County","2056","Hephzibah High School","All Students","Writing Subscore",678906,5089,"68","TFS",6.4,6.8,6,
"2019-20","721","Richmond County","2056","Hephzibah High School","All Students","English",1670497,26811,"316","29",19.7,20.2,15.8,14.9
"2019-20","644","DeKalb County","0172","Cedar Grove High School","All Students","Reading",1670497,26810,"1337","61",21.2,21.6,20.9,17.2
"2019-20","644","DeKalb County","0172","Cedar Grove High School","All Students","English",1670497,26811,"1337","61",19.7,20.2,19.5,15.5
"2019-20","727","Stephens County","5050","Stephens County High School","All Students","Science",1670497,26810,"36","36",20.6,20.8,20.2,20.2
"2019-20","727","Stephens County","5050","Stephens County High School","All Students","English",1670497,26811,"36","36",19.7,20.2,19.7,19.7
"2019-20","731","Taliaferro County","0102","Taliaferro County School","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","781","Marietta City","0101","Marietta High School","All Students","Writing Subscore",678906,5089,"22","22",6.4,6.8,6.9,6.9
"2019-20","765","Calhoun City","3050","Calhoun High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","761","Atlanta Public Schools","0118","The Best Academy High School at Benjamin S. Carson","All Students","English",1670497,26811,"923","16",19.7,20.2,18.6,14
"2019-20","622","Carroll County","3050","Bowdon High School","All Students","Science",1670497,26810,"179","26",20.6,20.8,20.1,20.7
"2019-20","629","Clarke County","0102","Cedar Shoals High School","All Students","Mathematics",1670497,26810,"257","120",20.4,20.2,18.1,17.4
"2019-20","747","Walton County","0199","Loganville High School","All Students","Writing Subscore",678906,5089,"26","11",6.4,6.8,6.4,6.6
"2019-20","747","Walton County","0199","Loganville High School","All Students","Composite",1670497,26811,"176","73",20.6,20.8,20.4,20.1
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","All Students","Mathematics",1670497,26810,"261","67",20.4,20.2,18.7,23.7
"2019-20","625","Savannah-Chatham County","0499","Savannah Arts Academy","All Students","English",1670497,26811,"261","67",19.7,20.2,18.9,26.1
"2019-20","761","Atlanta Public Schools","0192","North Atlanta High School","All Students","Composite",1670497,26811,"923","149",20.6,20.8,19,23.4
"2019-20","660","Fulton County","0106","Milton High School","All Students","Reading",1670497,26810,"2071","219",21.2,21.6,24.1,26.4
"2019-20","604","Baker County","0105","Baker County K12 School","All Students","Science",1670497,26810,"TFS","TFS",20.6,20.8,,
"2019-20","606","Banks County","0199","Banks County High School","All Students","Writing Subscore",678906,5089,"TFS","TFS",6.4,6.8,,
"2019-20","690","Lincoln County","0110","Lincoln County High School","All Students","Science",1670497,26810,"16","16",20.6,20.8,19.1,19.1
"2019-20","705","Murray County","0112","North Murray High School","All Students","Reading",1670497,26810,"65","18",21.2,21.6,19.7,20.9
"2019-20","669","Hall County","1552","East Hall High School","All Students","Composite",1670497,26811,"252","14",20.6,20.8,21.1,18.3
"2019-20","665","Grady County","1050","Cairo High School","All Students","Reading",1670497,26810,"45","45",21.2,21.6,18.5,18.5
"2019-20","665","Grady County","1050","Cairo High School","All Students","English",1670497,26811,"45","45",19.7,20.2,16.7,16.7
"2019-20","757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","All Students","English",1670497,26811,"11","11",19.7,20.2,17.4,17.4
"2019-20","707","Newton County","0206","Alcovy High School","All Students","Writing Subscore",678906,5089,"79","15",6.4,6.8,6.7,6.3
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy","All Students","Composite",1670497,26811,"33","33",20.6,20.8,21.3,21.3
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","0310","Fulton Leadership Academy","All Students","Mathematics",1670497,26810,"TFS","TFS",20.4,20.2,,
"2019-20","652","Elbert County","0176","Elbert County High School","All Students","Composite",1670497,26811,"18","18",20.6,20.8,17.5,17.5
"2019-20","656","Fayette County","0182","McIntosh High School","All Students","Science",1670497,26810,"617","155",20.6,20.8,22.7,25.2
"2019-20","644","DeKalb County","1070","Tucker High School","All Students","Composite",1670497,26811,"1337","84",20.6,20.8,20,18.9
"2019-20","644","DeKalb County","1070","Tucker High School","All Students","Science",1670497,26810,"1337","84",20.6,20.8,19.9,18.6
"2019-20","646","Dooly County","0182","Dooly County High School","All Students","Composite",1670497,26811,"20","20",20.6,20.8,15.9,15.9
"2019-20","646","Dooly County","0182","Dooly County High School","All Students","Reading",1670497,26810,"20","20",21.2,21.6,17,17
"2019-20","644","DeKalb County","5055","Dunwoody High School","All Students","Composite",1670497,26811,"1337","167",20.6,20.8,20,23.7
"2019-20","629","Clarke County","5556","Clarke Central High School","All Students","Science",1670497,26810,"257","137",20.6,20.8,18.8,19.4
"2019-20","750","Washington County","1052","Washington County High School","All Students","English",1670497,26811,"64","64",19.7,20.2,17,17
"2019-20","601","Appling County","0103","Appling County High School","All Students","Mathematics",1670497,26810,"16","16",20.4,20.2,19.3,19.3
"2019-20","676","Houston County","0111","Veterans High School","All Students","Reading",1670497,26810,"346","76",21.2,21.6,21.4,22.7
"2019-20","761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","All Students","Writing Subscore",678906,5089,"254","TFS",6.4,6.8,6.3,
"2019-20","709","Oglethorpe County","2050","Oglethorpe County High School","All Students","Mathematics",1670497,26810,"32","32",20.4,20.2,19.6,19.6
"2019-20","755","Whitfield County","0275","Southeast Whitfield County High School","All Students","Writing Subscore",678906,5089,"38","TFS",6.4,6.8,6.7,
"2019-20","755","Whitfield County","0275","Southeast Whitfield County High School","All Students","Science",1670497,26810,"218","48",20.6,20.8,19.9,19.1
"2019-20","766","Carrollton City","1050","Carrollton High School","All Students","English",1670497,26811,"106","106",19.7,20.2,20.2,20.2
"2019-20","761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","All Students","Mathematics",1670497,26810,"923","11",20.4,20.2,18.1,15.8
"2019-20","789","Thomasville City","4052","Thomasville High School","All Students","Reading",1670497,26810,"55","55",21.2,21.6,20.8,20.8
"2019-20","706","Muscogee County","0203","Northside High School","All Students","Reading",1670497,26810,"603","154",21.2,21.6,20.1,20.3
"2019-20","675","Henry County","0101","Union Grove High","All Students","Reading",1670497,26810,"1010","153",21.2,21.6,19.9,22.9
"2019-20","675","Henry County","0195","Patrick Henry High School","All Students","Composite",1670497,26811,"1010","TFS",20.6,20.8,19.3,
"2019-20","645","Dodge County","0103","Dodge County High School","All Students","Science",1670497,26810,"28","28",20.6,20.8,18.9,18.9
"2019-20","640","Crisp County","0196","Crisp County High School","All Students","Reading",1670497,26810,"53","53",21.2,21.6,19.8,19.8
"2019-20","737","Tift County","3052","Northeast Middle School","All Students","Composite",1670497,26811,"74","74",20.6,20.8,19.1,19.1
"2019-20","784","Pelham City","0111","Pelham High School","All Students","English",1670497,26811,"29","29",19.7,20.2,17.6,17.6
"2019-20","721","Richmond County","4562","Davidson Magnet School","All Students","Mathematics",1670497,26810,"316","38",20.4,20.2,16.9,21.6
"2019-20","721","Richmond County","4562","Davidson Magnet School","All Students","Science",1670497,26810,"316","38",20.6,20.8,17.5,24.3
"2019-20","706","Muscogee County","1064","Kendrick High School","All Students","Writing Subscore",678906,5089,"135","24",6.4,6.8,6.5,5.5
